time 1;marker 1;diam 1;xgaze 1;ygaze 1;time 2;marker 2;diam 2;xgaze 2;ygaze 2;time 3;marker 3;diam 3;xgaze 3;ygaze 3;time 4;marker 4;diam 4;xgaze 4;ygaze 4;time 5;marker 5;diam 5;xgaze 5;ygaze 5;time 6;marker 6;diam 6;xgaze 6;ygaze 6;time 7;marker 7;diam 7;xgaze 7;ygaze 7;time 8;marker 8;diam 8;xgaze 8;ygaze 8;time 9;marker 9;diam 9;xgaze 9;ygaze 9;time 10;marker 10;diam 10;xgaze 10;ygaze 10;time 11;marker 11;diam 11;xgaze 11;ygaze 11;time 12;marker 12;diam 12;xgaze 12;ygaze 12;time 13;marker 13;diam 13;xgaze 13;ygaze 13;time 14;marker 14;diam 14;xgaze 14;ygaze 14;time 15;marker 15;diam 15;xgaze 15;ygaze 15;time 16;marker 16;diam 16;xgaze 16;ygaze 16;time 17;marker 17;diam 17;xgaze 17;ygaze 17;time 18;marker 18;diam 18;xgaze 18;ygaze 18;time 19;marker 19;diam 19;xgaze 19;ygaze 19;time 20;marker 20;diam 20;xgaze 20;ygaze 20;time 21;marker 21;diam 21;xgaze 21;ygaze 21;time 22;marker 22;diam 22;xgaze 22;ygaze 22;time 23;marker 23;diam 23;xgaze 23;ygaze 23;time 24;marker 24;diam 24;xgaze 24;ygaze 24;time 25;marker 25;diam 25;xgaze 25;ygaze 25;time 26;marker 26;diam 26;xgaze 26;ygaze 26;time 27;marker 27;diam 27;xgaze 27;ygaze 27;time 28;marker 28;diam 28;xgaze 28;ygaze 28;time 29;marker 29;diam 29;xgaze 29;ygaze 29;;;;;
0.000;1;7.31;0;0;0.000;1;6.63;0;0;0.000;1;7.63;0;0;0.000;1;7.21;0;0;0.000;1;7.55;0;0;0.000;1;7.43;0;0;0.000;1;6.94;0;0;0.000;1;0.00;0;0;0.000;1;6.91;0;0;0.000;1;7.47;0;0;0.000;1;7.15;0;0;0.000;1;6.73;0;0;0.000;1;6.81;0;0;0.000;1;6.70;0;0;0.000;1;6.93;0;0;0.000;1;6.26;0;0;0.000;1;7.15;0;0;0.000;1;7.11;0;0;0.000;1;6.57;0;0;0.000;1;6.77;0;0;0.000;1;6.84;0;0;0.000;1;6.64;0;0;0.000;1;6.81;0;0;0.000;1;6.86;0;0;0.000;1;6.91;0;0;0.000;1;6.63;0;0;0.000;1;7.33;0;0;0.000;1;7.29;0;0;0.000;1;6.54;0;0;;;;;
16.752;;7.30;0;0;16.644;;6.70;0;0;0.000;;7.63;0;0;0.000;;7.21;0;0;16.625;;7.55;0;0;0.000;;7.43;0;0;16.621;;6.85;0;0;0.000;;0.00;0;0;0.000;;6.91;0;0;0.000;;7.47;0;0;16.720;;7.20;0;0;0.000;;6.73;0;0;0.000;;6.81;0;0;0.000;;6.70;0;0;0.000;;6.93;0;0;0.000;;6.26;0;0;0.000;;7.15;0;0;0.000;;7.11;0;0;16.627;;6.66;0;0;0.000;;6.77;0;0;0.000;;6.84;0;0;0.000;;6.64;0;0;0.000;;6.81;0;0;0.000;;6.86;0;0;0.000;;6.91;0;0;0.000;;6.63;0;0;0.000;;7.33;0;0;0.000;;7.29;0;0;0.000;;6.54;0;0;;;;;
33.379;;7.33;0;0;16.644;;6.70;0;0;16.674;;7.56;0;0;0.000;;7.21;0;0;16.625;;7.55;0;0;0.000;;7.43;0;0;16.621;;6.85;0;0;0.000;;0.00;0;0;0.000;;6.91;0;0;0.000;;7.47;0;0;16.720;;7.20;0;0;0.000;;6.73;0;0;0.000;;6.81;0;0;0.000;;6.70;0;0;0.000;;6.93;0;0;0.000;;6.26;0;0;0.000;;7.15;0;0;0.000;;7.11;0;0;16.627;;6.66;0;0;16.749;;6.77;0;0;0.000;;6.84;0;0;0.000;;6.64;0;0;0.000;;6.81;0;0;0.000;;6.86;0;0;0.000;;6.91;0;0;0.000;;6.63;0;0;16.645;;7.33;0;0;0.000;;7.29;0;0;0.000;;6.54;0;0;;;;;
50.001;;7.34;0;0;33.418;;6.83;0;0;16.674;;7.56;0;0;0.000;;7.21;0;0;16.625;;7.55;0;0;0.000;;7.43;0;0;16.621;;6.85;0;0;0.000;;0.00;0;0;0.000;;6.91;0;0;0.000;;7.47;0;0;16.720;;7.20;0;0;0.000;;6.73;0;0;0.000;;6.81;0;0;0.000;;6.70;0;0;0.000;;6.93;0;0;0.000;;6.26;0;0;16.648;;7.18;0;0;0.000;;7.11;0;0;16.627;;6.66;0;0;16.749;;6.77;0;0;16.626;;6.82;0;0;0.000;;6.64;0;0;16.518;;6.96;0;0;0.000;;6.86;0;0;0.000;;6.91;0;0;0.000;;6.63;0;0;16.645;;7.33;0;0;0.000;;7.29;0;0;0.000;;6.54;0;0;;;;;
66.627;;7.31;0;0;49.997;;6.96;0;0;16.674;;7.56;0;0;0.000;;7.21;0;0;16.625;;7.55;0;0;16.625;;7.48;0;0;16.621;;6.85;0;0;0.000;;0.00;0;0;16.628;;6.94;0;0;16.837;;7.45;0;0;16.720;;7.20;0;0;0.000;;6.73;0;0;0.000;;6.81;0;0;0.000;;6.70;0;0;16.625;;6.92;0;0;16.626;;6.50;0;0;16.648;;7.18;0;0;0.000;;7.11;0;0;16.627;;6.66;0;0;16.749;;6.77;0;0;16.626;;6.82;0;0;0.000;;6.64;0;0;16.518;;6.96;0;0;16.750;;6.84;0;0;0.000;;6.91;0;0;33.426;;6.51;0;0;16.645;;7.33;0;0;16.769;;7.37;0;0;16.712;;6.52;0;0;;;;;
83.417;;7.28;0;0;66.620;;7.06;0;0;33.376;;7.57;0;0;16.703;;7.20;0;0;16.625;;7.55;0;0;33.378;;7.50;0;0;33.305;;6.85;0;0;16.758;;6.57;0;0;33.415;;7.08;0;0;33.395;;7.44;0;0;33.383;;7.16;0;0;16.775;;6.73;0;0;16.627;;6.82;0;0;16.748;;0.00;0;0;33.290;;6.77;0;0;33.427;;6.45;0;0;33.288;;7.24;0;0;16.645;;7.10;0;0;33.302;;6.57;0;0;33.380;;6.74;0;0;16.626;;6.82;0;0;16.646;;6.62;0;0;33.269;;7.02;0;0;16.750;;6.84;0;0;16.595;;6.92;0;0;50.002;;6.66;0;0;33.296;;7.37;0;0;33.353;;7.40;0;0;16.712;;6.52;0;0;;;;;
100.000;;7.30;0;0;83.413;;7.15;0;0;50.001;;7.58;0;0;33.328;;7.22;0;0;33.399;;7.52;0;0;50.048;;7.43;0;0;50.015;;6.88;0;0;33.420;;6.41;0;0;50.001;;7.13;0;0;50.000;;7.47;0;0;50.006;;7.18;0;0;33.355;;6.77;0;0;33.251;;6.86;0;0;33.418;;0.00;0;0;50.004;;6.77;0;0;50.001;;6.48;0;0;49.999;;7.23;0;0;33.425;;7.08;0;0;50.011;;6.64;0;0;50.032;;6.75;0;0;33.397;;6.83;0;0;33.294;;6.56;0;0;49.895;;7.00;0;0;33.430;;6.78;0;0;33.346;;6.94;0;0;66.625;;0.00;0;0;50.000;;7.39;0;0;49.978;;7.38;0;0;33.337;;6.56;0;0;;;;;
116.624;;7.29;0;0;100.033;;7.22;0;0;66.629;;7.57;0;0;49.973;;7.21;0;0;50.036;;7.59;0;0;66.627;;7.42;0;0;66.624;;6.87;0;0;49.999;;0.00;0;0;66.623;;7.13;0;0;66.749;;7.50;0;0;66.623;;7.21;0;0;49.980;;6.78;0;0;50.047;;6.88;0;0;49.996;;0.00;0;0;66.626;;6.82;0;0;66.625;;6.47;0;0;66.624;;7.21;0;0;50.000;;7.07;0;0;66.622;;6.70;0;0;66.746;;6.72;0;0;50.047;;6.84;0;0;50.011;;6.53;0;0;66.558;;6.86;0;0;50.024;;6.81;0;0;50.021;;6.98;0;0;83.383;;0.00;0;0;66.625;;7.48;0;0;66.768;;7.35;0;0;50.049;;6.62;0;0;;;;;
133.378;;7.28;0;0;116.619;;7.30;0;0;83.440;;7.61;0;0;66.736;;7.22;0;0;66.624;;7.59;0;0;83.374;;7.42;0;0;83.247;;6.86;0;0;66.749;;0.00;0;0;83.379;;7.13;0;0;83.431;;7.51;0;0;83.418;;7.21;0;0;66.803;;6.81;0;0;66.624;;6.93;0;0;66.745;;0.00;0;0;83.273;;6.84;0;0;100.044;;6.86;0;0;83.319;;7.14;0;0;66.624;;7.10;0;0;83.249;;6.81;0;0;83.370;;6.72;0;0;66.625;;6.85;0;0;66.626;;6.53;0;0;83.264;;6.79;0;0;66.750;;6.81;0;0;66.596;;6.95;0;0;100.047;;6.99;0;0;83.284;;7.43;0;0;83.385;;7.32;0;0;66.719;;6.67;0;0;;;;;
150.051;;7.29;0;0;133.368;;7.40;0;0;99.999;;7.60;0;0;83.328;;7.22;0;0;83.373;;7.60;0;0;100.047;;7.39;0;0;100.110;;6.84;0;0;83.414;;0.00;0;0;100.049;;7.13;0;0;100.001;;7.52;0;0;99.999;;7.21;0;0;83.375;;6.85;0;0;83.251;;6.91;0;0;83.384;;0.00;0;0;100.039;;6.82;0;0;116.625;;7.06;0;0;100.009;;7.16;0;0;83.418;;7.14;0;0;100.053;;6.91;0;0;100.019;;6.71;0;0;83.376;;6.86;0;0;83.301;;6.52;0;0;99.890;;6.70;0;0;83.374;;6.80;0;0;83.354;;6.96;0;0;116.621;;7.07;0;0;100.037;;7.39;0;0;99.979;;7.33;0;0;83.338;;6.66;0;0;;;;;
166.631;;7.26;0;0;150.087;;7.47;0;0;116.624;;7.59;0;0;99.953;;7.23;0;0;100.110;;7.62;0;0;116.658;;7.38;0;0;116.633;;6.82;0;0;100.030;;0.00;0;0;116.627;;7.12;0;0;116.754;;7.50;0;0;116.626;;7.25;0;0;99.988;;6.91;0;0;100.022;;6.91;0;0;100.034;;0.00;0;0;116.626;;6.78;0;0;133.374;;7.18;0;0;116.622;;7.15;0;0;100.028;;7.10;0;0;116.626;;6.93;0;0;116.782;;6.71;0;0;100.088;;6.85;0;0;100.034;;6.53;0;0;116.537;;6.62;0;0;100.103;;6.79;0;0;99.972;;7.03;0;0;133.375;;6.86;0;0;116.623;;7.36;0;0;116.726;;7.30;0;0;99.961;;6.63;0;0;;;;;
183.375;;7.25;0;0;166.621;;7.53;0;0;133.383;;7.62;0;0;116.810;;7.25;0;0;116.624;;7.61;0;0;133.372;;7.38;0;0;133.245;;6.80;0;0;116.748;;0.00;0;0;133.374;;7.11;0;0;133.374;;7.57;0;0;133.374;;7.25;0;0;116.731;;6.88;0;0;116.663;;6.92;0;0;116.745;;0.00;0;0;133.250;;6.84;0;0;150.095;;7.27;0;0;133.247;;7.15;0;0;116.624;;7.13;0;0;133.250;;6.94;0;0;133.369;;6.72;0;0;116.634;;6.88;0;0;116.622;;6.54;0;0;133.307;;6.58;0;0;116.752;;6.78;0;0;116.648;;7.05;0;0;150.086;;6.89;0;0;133.248;;7.31;0;0;133.444;;7.30;0;0;116.752;;6.61;0;0;;;;;
200.032;;7.25;0;0;183.370;;7.52;0;0;150.051;;7.64;0;0;133.331;;7.28;0;0;133.373;;7.60;0;0;149.997;;7.38;0;0;149.996;;6.79;0;0;133.373;;0.00;0;0;150.022;;7.03;0;0;150.053;;7.56;0;0;150.046;;7.24;0;0;133.421;;6.87;0;0;133.249;;6.95;0;0;133.371;;0.00;0;0;150.080;;6.88;0;0;166.633;;0.00;0;0;150.046;;7.09;0;0;133.378;;7.14;0;0;150.019;;6.95;0;0;149.993;;6.74;0;0;133.373;;6.86;0;0;133.247;;6.57;0;0;149.888;;6.56;0;0;133.375;;6.79;0;0;133.345;;7.10;0;0;166.636;;6.84;0;0;150.092;;7.29;0;0;149.976;;7.31;0;0;133.336;;6.60;0;0;;;;;
216.666;;7.24;0;0;199.993;;7.50;0;0;166.626;;7.64;0;0;149.951;;7.28;0;0;149.998;;7.60;0;0;166.733;;7.38;0;0;166.656;;6.77;0;0;150.091;;0.00;0;0;166.669;;6.99;0;0;166.749;;7.53;0;0;166.622;;7.31;0;0;149.978;;6.89;0;0;149.997;;6.88;0;0;150.079;;0.00;0;0;166.636;;6.86;0;0;183.372;;7.16;0;0;166.625;;7.10;0;0;150.052;;7.09;0;0;166.667;;6.94;0;0;166.782;;6.73;0;0;150.001;;6.85;0;0;150.123;;6.55;0;0;166.513;;6.51;0;0;149.999;;6.80;0;0;149.971;;7.09;0;0;183.372;;6.83;0;0;166.627;;7.26;0;0;166.727;;7.32;0;0;149.961;;6.65;0;0;;;;;
233.374;;7.24;0;0;216.659;;7.49;0;0;183.375;;7.67;0;0;166.703;;7.29;0;0;166.662;;7.58;0;0;183.375;;7.36;0;0;183.246;;6.75;0;0;166.748;;0.00;0;0;183.373;;6.99;0;0;183.372;;7.52;0;0;183.372;;7.31;0;0;166.727;;6.89;0;0;166.671;;6.95;0;0;166.755;;0.00;0;0;183.247;;6.87;0;0;199.996;;6.93;0;0;183.247;;7.09;0;0;166.624;;7.08;0;0;183.247;;7.07;0;0;183.392;;6.71;0;0;166.719;;6.88;0;0;166.623;;6.55;0;0;183.332;;6.51;0;0;166.786;;6.82;0;0;166.618;;7.14;0;0;199.997;;6.81;0;0;183.250;;7.24;0;0;183.352;;7.32;0;0;166.712;;6.64;0;0;;;;;
249.999;;7.24;0;0;233.369;;7.47;0;0;200.039;;7.68;0;0;183.362;;7.29;0;0;183.383;;7.57;0;0;199.997;;7.34;0;0;199.996;;6.74;0;0;183.373;;6.56;0;0;199.999;;7.00;0;0;200.018;;7.47;0;0;200.014;;7.25;0;0;183.353;;6.93;0;0;183.279;;6.93;0;0;183.369;;0.00;0;0;199.998;;6.85;0;0;216.665;;6.77;0;0;199.997;;7.09;0;0;183.374;;7.04;0;0;199.997;;6.97;0;0;199.994;;6.67;0;0;183.377;;6.89;0;0;183.253;;6.54;0;0;199.909;;6.53;0;0;183.374;;6.72;0;0;183.392;;7.16;0;0;216.712;;6.77;0;0;199.998;;7.23;0;0;200.019;;7.34;0;0;183.379;;6.59;0;0;;;;;
266.722;;7.23;0;0;249.993;;7.46;0;0;216.663;;7.66;0;0;199.951;;7.31;0;0;199.997;;7.56;0;0;216.620;;7.34;0;0;216.628;;6.77;0;0;199.997;;6.69;0;0;216.739;;6.98;0;0;216.800;;7.45;0;0;216.664;;7.28;0;0;200.032;;6.92;0;0;199.997;;6.93;0;0;199.994;;0.00;0;0;216.667;;6.89;0;0;233.373;;6.66;0;0;216.671;;7.10;0;0;200.002;;7.06;0;0;216.709;;6.82;0;0;216.745;;6.68;0;0;199.999;;6.93;0;0;199.997;;6.53;0;0;216.512;;6.56;0;0;199.999;;6.69;0;0;199.969;;7.12;0;0;233.374;;6.79;0;0;216.660;;7.21;0;0;216.726;;7.34;0;0;199.962;;6.61;0;0;;;;;
283.380;;7.22;0;0;266.627;;7.52;0;0;233.372;;7.55;0;0;216.703;;7.28;0;0;216.640;;7.53;0;0;233.421;;7.34;0;0;233.303;;6.77;0;0;216.787;;0.00;0;0;233.375;;7.00;0;0;233.373;;7.46;0;0;233.373;;7.25;0;0;216.728;;6.94;0;0;216.622;;6.90;0;0;216.787;;0.00;0;0;233.250;;6.89;0;0;250.002;;6.58;0;0;233.249;;7.06;0;0;216.680;;7.06;0;0;233.265;;6.70;0;0;233.415;;6.67;0;0;216.633;;6.93;0;0;216.662;;6.53;0;0;233.265;;6.59;0;0;216.758;;6.75;0;0;216.592;;7.06;0;0;249.998;;6.76;0;0;233.246;;7.19;0;0;233.348;;7.27;0;0;216.711;;6.64;0;0;;;;;
299.997;;7.22;0;0;283.413;;7.53;0;0;249.998;;7.54;0;0;233.332;;7.30;0;0;233.413;;7.50;0;0;249.996;;7.35;0;0;249.995;;6.78;0;0;233.372;;6.57;0;0;249.996;;7.07;0;0;249.998;;7.43;0;0;249.995;;7.31;0;0;233.353;;6.95;0;0;233.348;;6.86;0;0;233.381;;6.21;0;0;250.002;;6.92;0;0;266.623;;6.69;0;0;249.994;;7.02;0;0;233.374;;7.07;0;0;249.995;;6.83;0;0;249.994;;6.66;0;0;233.419;;6.94;0;0;233.247;;6.51;0;0;249.975;;6.67;0;0;233.420;;6.74;0;0;233.403;;7.02;0;0;266.622;;6.75;0;0;249.996;;7.16;0;0;249.982;;7.21;0;0;233.356;;6.66;0;0;;;;;
316.623;;7.23;0;0;299.993;;7.56;0;0;266.719;;7.59;0;0;249.994;;7.31;0;0;249.996;;7.52;0;0;266.625;;7.34;0;0;266.619;;6.74;0;0;249.997;;6.69;0;0;266.621;;7.07;0;0;266.820;;7.38;0;0;266.691;;7.36;0;0;250.000;;6.96;0;0;250.000;;6.82;0;0;249.992;;6.15;0;0;266.637;;6.96;0;0;283.421;;6.55;0;0;266.631;;6.99;0;0;249.997;;7.06;0;0;266.620;;6.93;0;0;266.743;;6.61;0;0;249.998;;6.95;0;0;249.997;;6.54;0;0;266.511;;6.69;0;0;249.998;;6.73;0;0;249.991;;7.04;0;0;283.419;;6.74;0;0;266.643;;7.11;0;0;266.769;;7.24;0;0;250.000;;6.64;0;0;;;;;
333.414;;7.22;0;0;316.618;;7.57;0;0;283.372;;7.58;0;0;266.700;;7.32;0;0;266.621;;7.55;0;0;283.392;;7.33;0;0;283.291;;6.77;0;0;283.419;;6.85;0;0;283.414;;7.07;0;0;283.388;;7.43;0;0;283.391;;7.42;0;0;266.772;;6.94;0;0;266.625;;6.82;0;0;266.741;;6.06;0;0;283.296;;6.94;0;0;299.996;;6.47;0;0;283.288;;6.99;0;0;266.631;;7.04;0;0;283.354;;7.05;0;0;283.369;;6.55;0;0;266.622;;6.93;0;0;266.644;;6.57;0;0;283.261;;6.71;0;0;266.748;;6.69;0;0;266.593;;6.99;0;0;299.999;;6.74;0;0;283.289;;7.13;0;0;283.350;;7.30;0;0;266.710;;6.65;0;0;;;;;
349.996;;7.21;0;0;333.390;;7.55;0;0;299.996;;7.57;0;0;283.324;;7.30;0;0;283.412;;7.59;0;0;300.044;;7.36;0;0;300.025;;6.77;0;0;299.999;;7.01;0;0;299.997;;7.07;0;0;299.997;;7.45;0;0;299.995;;7.41;0;0;283.351;;6.94;0;0;283.248;;6.74;0;0;299.994;;6.38;0;0;299.997;;6.81;0;0;316.619;;6.51;0;0;299.995;;6.91;0;0;283.421;;7.03;0;0;299.996;;7.10;0;0;300.044;;6.53;0;0;283.395;;6.95;0;0;283.286;;6.51;0;0;299.885;;6.70;0;0;283.449;;6.66;0;0;283.345;;6.95;0;0;316.620;;6.72;0;0;299.996;;7.11;0;0;299.973;;7.29;0;0;283.336;;6.75;0;0;;;;;
366.622;;7.21;0;0;350.026;;7.57;0;0;316.623;;7.56;0;0;299.998;;7.28;0;0;300.034;;7.58;0;0;316.620;;7.37;0;0;316.618;;6.76;0;0;316.746;;7.07;0;0;316.625;;7.09;0;0;316.750;;7.46;0;0;316.620;;7.44;0;0;299.976;;6.98;0;0;300.040;;6.73;0;0;316.740;;6.54;0;0;316.621;;6.93;0;0;333.381;;6.60;0;0;316.618;;6.91;0;0;299.997;;7.07;0;0;316.624;;7.19;0;0;316.745;;6.53;0;0;300.039;;6.93;0;0;299.996;;6.51;0;0;316.563;;6.68;0;0;300.012;;6.67;0;0;300.070;;6.91;0;0;333.378;;6.70;0;0;316.620;;7.10;0;0;316.744;;7.24;0;0;300.049;;6.75;0;0;;;;;
383.374;;7.22;0;0;366.617;;7.58;0;0;333.411;;7.60;0;0;316.727;;7.26;0;0;316.620;;7.57;0;0;333.370;;7.32;0;0;333.243;;6.74;0;0;333.417;;7.01;0;0;333.378;;7.09;0;0;333.421;;7.46;0;0;333.416;;7.43;0;0;316.824;;6.98;0;0;316.621;;6.77;0;0;333.386;;6.73;0;0;333.269;;0.00;0;0;350.047;;6.71;0;0;333.277;;6.88;0;0;316.620;;7.05;0;0;333.246;;7.22;0;0;333.366;;6.50;0;0;316.623;;6.95;0;0;316.620;;6.53;0;0;333.263;;6.60;0;0;316.746;;6.66;0;0;316.593;;6.92;0;0;350.044;;6.75;0;0;333.293;;7.06;0;0;333.383;;7.21;0;0;316.718;;6.70;0;0;;;;;
400.048;;7.23;0;0;383.367;;7.58;0;0;349.995;;7.58;0;0;333.325;;7.24;0;0;333.369;;7.54;0;0;350.035;;7.34;0;0;350.098;;6.73;0;0;350.028;;7.02;0;0;350.043;;7.08;0;0;349.996;;7.48;0;0;349.997;;7.41;0;0;333.363;;6.98;0;0;333.243;;6.65;0;0;350.049;;6.76;0;0;350.047;;0.00;0;0;366.622;;6.84;0;0;350.029;;6.90;0;0;333.407;;7.04;0;0;350.036;;7.28;0;0;350.013;;6.50;0;0;333.381;;6.94;0;0;333.305;;6.54;0;0;349.886;;6.59;0;0;333.372;;6.69;0;0;333.341;;6.99;0;0;366.620;;0.00;0;0;350.021;;7.05;0;0;349.972;;7.18;0;0;333.334;;6.71;0;0;;;;;
416.626;;7.23;0;0;400.080;;7.57;0;0;366.624;;7.57;0;0;349.950;;7.22;0;0;350.085;;7.51;0;0;366.650;;7.35;0;0;366.619;;6.67;0;0;366.744;;7.02;0;0;366.629;;7.06;0;0;366.746;;7.49;0;0;366.619;;7.44;0;0;349.974;;6.97;0;0;350.016;;6.74;0;0;366.740;;6.60;0;0;366.622;;0.00;0;0;383.370;;6.82;0;0;366.619;;6.90;0;0;350.035;;7.06;0;0;366.620;;7.03;0;0;366.785;;6.52;0;0;350.094;;6.91;0;0;350.012;;6.54;0;0;366.533;;6.56;0;0;350.087;;6.72;0;0;349.966;;7.03;0;0;383.370;;6.73;0;0;366.620;;7.10;0;0;366.725;;7.25;0;0;349.958;;6.69;0;0;;;;;
433.372;;7.25;0;0;416.616;;7.54;0;0;383.392;;7.57;0;0;366.784;;7.20;0;0;366.620;;7.49;0;0;383.370;;7.35;0;0;383.267;;6.70;0;0;383.368;;6.87;0;0;383.370;;7.05;0;0;383.372;;7.49;0;0;383.370;;7.48;0;0;366.723;;6.92;0;0;366.667;;6.71;0;0;383.365;;6.50;0;0;383.248;;0.00;0;0;400.083;;6.78;0;0;383.243;;6.92;0;0;366.620;;7.04;0;0;383.244;;6.87;0;0;383.366;;6.53;0;0;366.631;;6.91;0;0;366.619;;6.54;0;0;383.308;;6.52;0;0;366.749;;6.71;0;0;366.631;;7.02;0;0;400.080;;0.00;0;0;383.246;;7.07;0;0;383.403;;7.29;0;0;366.745;;6.62;0;0;;;;;
450.028;;7.29;0;0;433.365;;7.51;0;0;400.036;;7.54;0;0;383.327;;7.20;0;0;383.368;;7.47;0;0;399.993;;7.36;0;0;400.000;;6.74;0;0;400.100;;6.85;0;0;400.016;;7.07;0;0;400.051;;7.50;0;0;400.045;;7.45;0;0;383.393;;6.92;0;0;383.248;;6.79;0;0;400.085;;6.67;0;0;400.085;;0.00;0;0;416.624;;6.86;0;0;400.085;;6.88;0;0;383.369;;7.05;0;0;400.013;;6.71;0;0;399.991;;6.57;0;0;383.371;;6.93;0;0;383.247;;6.50;0;0;399.887;;6.49;0;0;383.374;;6.73;0;0;383.345;;7.04;0;0;416.637;;0.00;0;0;400.103;;7.10;0;0;399.984;;7.26;0;0;383.336;;6.63;0;0;;;;;
466.663;;7.30;0;0;449.991;;7.51;0;0;416.620;;7.55;0;0;399.949;;7.20;0;0;399.994;;7.45;0;0;416.744;;7.37;0;0;416.665;;6.76;0;0;416.623;;6.83;0;0;416.660;;7.07;0;0;416.748;;7.51;0;0;416.622;;7.45;0;0;399.976;;6.92;0;0;399.995;;6.84;0;0;416.746;;6.71;0;0;416.635;;0.00;0;0;433.369;;6.87;0;0;416.620;;6.91;0;0;400.051;;7.07;0;0;416.660;;6.61;0;0;416.820;;6.57;0;0;399.995;;6.95;0;0;400.079;;6.55;0;0;416.511;;6.56;0;0;399.997;;6.74;0;0;399.968;;7.09;0;0;433.371;;0.00;0;0;416.620;;7.12;0;0;416.721;;7.14;0;0;399.961;;6.59;0;0;;;;;
483.372;;7.28;0;0;466.652;;7.49;0;0;433.369;;7.55;0;0;416.699;;7.20;0;0;416.666;;7.41;0;0;433.369;;7.37;0;0;433.242;;6.76;0;0;433.368;;6.81;0;0;433.369;;7.11;0;0;433.370;;7.47;0;0;433.369;;7.43;0;0;416.726;;6.87;0;0;416.662;;6.88;0;0;433.363;;6.88;0;0;449.999;;0.00;0;0;449.995;;6.90;0;0;433.246;;6.88;0;0;416.621;;7.07;0;0;433.245;;6.70;0;0;433.387;;6.59;0;0;416.662;;6.98;0;0;416.619;;6.55;0;0;433.315;;6.56;0;0;416.785;;6.76;0;0;416.611;;7.07;0;0;449.997;;0.00;0;0;433.244;;7.14;0;0;433.350;;7.07;0;0;416.728;;6.63;0;0;;;;;
499.994;;7.27;0;0;483.365;;7.48;0;0;450.035;;7.54;0;0;433.360;;7.18;0;0;433.368;;7.40;0;0;449.992;;7.30;0;0;449.991;;6.74;0;0;449.992;;6.83;0;0;449.994;;7.09;0;0;450.021;;7.45;0;0;450.016;;7.46;0;0;433.365;;6.84;0;0;433.272;;6.88;0;0;449.989;;6.75;0;0;466.723;;0.00;0;0;466.696;;6.87;0;0;449.991;;6.91;0;0;433.371;;7.07;0;0;449.993;;6.77;0;0;449.991;;6.61;0;0;433.371;;6.96;0;0;433.242;;6.57;0;0;449.915;;6.60;0;0;433.370;;6.74;0;0;433.259;;7.02;0;0;466.707;;0.00;0;0;449.993;;7.14;0;0;450.021;;0.00;0;0;433.373;;6.65;0;0;;;;;
516.680;;7.27;0;0;499.989;;7.47;0;0;466.645;;7.55;0;0;449.948;;7.19;0;0;449.992;;7.40;0;0;466.617;;7.28;0;0;466.617;;6.73;0;0;466.671;;6.86;0;0;466.706;;7.10;0;0;466.790;;7.46;0;0;466.664;;7.44;0;0;450.025;;6.85;0;0;449.994;;6.87;0;0;466.782;;6.74;0;0;483.248;;0.00;0;0;483.372;;6.94;0;0;466.657;;6.90;0;0;449.999;;7.08;0;0;466.706;;6.81;0;0;466.742;;6.60;0;0;449.997;;6.95;0;0;449.993;;6.63;0;0;466.508;;6.57;0;0;449.994;;6.73;0;0;449.965;;7.00;0;0;483.372;;0.00;0;0;466.670;;7.15;0;0;466.722;;0.00;0;0;449.957;;6.63;0;0;;;;;
533.401;;7.27;0;0;516.623;;7.46;0;0;483.369;;7.54;0;0;466.696;;7.21;0;0;466.627;;7.34;0;0;483.406;;7.24;0;0;483.294;;6.71;0;0;483.368;;6.89;0;0;483.375;;7.07;0;0;483.368;;7.44;0;0;483.372;;7.36;0;0;466.723;;6.85;0;0;466.619;;6.90;0;0;483.364;;6.70;0;0;499.995;;0.00;0;0;499.993;;6.98;0;0;483.242;;6.91;0;0;466.675;;7.09;0;0;483.250;;6.80;0;0;483.417;;6.59;0;0;466.619;;6.92;0;0;466.670;;6.65;0;0;483.258;;6.62;0;0;466.767;;6.73;0;0;466.590;;6.97;0;0;499.993;;0.00;0;0;483.244;;7.14;0;0;483.346;;0.00;0;0;466.707;;6.63;0;0;;;;;
549.994;;7.27;0;0;533.405;;7.48;0;0;499.992;;7.54;0;0;483.341;;7.24;0;0;483.417;;7.35;0;0;499.993;;7.26;0;0;499.991;;6.73;0;0;499.992;;6.85;0;0;499.994;;7.06;0;0;499.992;;7.45;0;0;499.992;;7.30;0;0;483.348;;6.89;0;0;483.292;;6.92;0;0;499.988;;6.73;0;0;516.629;;0.00;0;0;516.618;;6.94;0;0;499.990;;6.93;0;0;483.369;;7.05;0;0;499.994;;6.84;0;0;499.993;;6.57;0;0;483.420;;6.92;0;0;483.244;;6.65;0;0;499.985;;6.66;0;0;483.410;;6.70;0;0;483.255;;6.95;0;0;516.617;;0.00;0;0;499.992;;7.10;0;0;499.974;;0.00;0;0;483.404;;6.64;0;0;;;;;
